id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final
1.304785917840953e+18,8.04489337324929e+17,coronavirus oxford university resumes vaccine trial caess in scotland hit uofrmonth high  live updates,Coronavirus: Oxford University resumes vaccine trial; caess in Scotland hit uofr-month high - live updates https://t.co/q1E4qFcLtQ,coronavirus oxford university resume vaccine trial caess scotland hit uofrmonth high live update
1.3047859180548588e+18,9.116590001265704e+17,newsalert worldnews on coronavirus trump says he wanted calm that’s not typical – npr,"#NewsAlert #worldnews On Coronavirus, Trump Says He Wanted Calm. That’s Not Typical – NPR https://t.co/S12uIgAe4P",newsalert worldnews coronavirus trump say want calm ’ typical – npr
1.304785919296385e+18,1893719730.0,antarctica is still free of covid19 can it stay that way,Antarctica is still free of COVID-19. Can it stay that way? https://t.co/q0YXy3UsN5,antarctica still free covid19 stay way
1.3047859191915356e+18,1124756814.0,coronavirus wth is wrong with people this is just bloody unacceptable ⁦⁩ do something  hundreds of violent attacks on ambulance workers during covid19 crisis,"Coronavirus: WTH is wrong with people this is just bloody unacceptable ⁦@BorisJohnson⁩ do something !!! Hundreds of violent attacks on ambulance workers during COVID-19 crisis
https://t.co/6wVuO6rKbx https://t.co/iXe6Hst9wp",coronavirus wth wrong people bloody unacceptable ⁦⁩ something hundred violent attack ambulance worker covid19 crisis
1.3047859201518346e+18,1.1845912881353687e+18,work from home walk you home kali,@ncitybase_ work from home? walk you home kali,work home walk home kali
1.3047859198206607e+18,405024417.0,imagine being a man so self centered that he can’t respond to a pandemic or wildfires ravaging the country he’s charge with protecting he’s fixated on the mueller report instead how small amjoy,Imagine being a man so self centered that he can’t respond to a pandemic or wildfires ravaging the country he’s charge with protecting. He’s fixated on the Mueller Report instead. How small. #amjoy,imagine man self center ’ respond pandemic wildfire ravage country ’ charge protect ’ fixate mueller report instead small amjoy
1.304785920911184e+18,390272865.0,we can’t live in fear for the next few years until a possible vaccine is found we need to start living our lives again being careful and taking some responsibility for our own lives because a lifeguard is there does that mean you don’t need to take any responsibility,"@Andrew72350557 @piersmorgan We can’t live in fear for the next few years until a possible vaccine is found. We need to start living our lives again, being careful and taking some responsibility for our own lives. Because a lifeguard is there does that mean you don’t need to take any responsibility?",’ live fear next year possible vaccine found need start living life careful take responsibility life lifeguard mean ’ need take responsibility
1.304785921145999e+18,9.989185677803396e+17,rebuilt after 911 world trade center threatened anew by coronavirus,"Rebuilt After 9/11, World Trade Center Threatened Anew by Coronavirus https://t.co/Q3dLdUR2Ic",rebuilt 911 world trade center threaten anew coronavirus
1.3047859214940567e+18,788697888.0,there’s no guarantee that the random people who were negative that came over to party with them not knowing they all had covid will be responsible enough not to visit people at risk they might be close to since they had no idea they were exposed by multiple people,@FranklinNunley @Neil_Robinson97 @CBSNews There’s no guarantee that the random people who were negative that came over to party with them not knowing they all had covid will be responsible enough not to visit people at risk they might be close to since they had no idea they were exposed by multiple people.,’ guarantee random people negative come party know covid responsible enough visit people risk might close since idea expose multiple people
1.3047859214689649e+18,9.47892045523415e+17,genetic variants of the human host influencing the coronavirusassociated phenotypes sars mers and covid19 rapid systematic review and field synopsis  human genomics  full text ⁦⁩ ⁦⁩,"Genetic variants of the human host influencing the coronavirus-associated phenotypes (SARS, MERS and COVID-19): rapid systematic review and field synopsis | Human Genomics | Full Text ⁦@vasilisyale⁩ ⁦@BioMedCentral⁩  https://t.co/iZKQoqxKNj",genetic variant human host influence coronavirusassociated phenotype sars mers covid19 rapid systematic review field synopsis human genomics full text ⁦⁩ ⁦⁩
1.304785921821143e+18,44057593.0,h1n1 deaths in the us 20092010 12000 covid19 deaths 2020 190000 and counting add that to your graphic,"@Barrowsthethird @politico H1N1 deaths in the US 2009-2010: 12,000. 
Covid-19 deaths 2020: 190,000 and counting. 
Add that to your graphic.",h1n1 death u 20092010 12000 covid19 death 2020 190000 counting add graphic
1.3047859226895603e+18,1.0734163845064172e+18,i agree with the geos covid19 demands i have doubts about the antipolicing demands i remember for example when threats of a campus shooting where found in student halls on central campus i wonder how our safety could be ensured under the geos proposals,"@dylantmoore @TerezaRanos @umichECON @geo3550 I agree with the GEO's Covid-19 demands. I have doubts about the anti-policing demands. I remember, for example, when threats of a campus shooting where found in student halls on central campus. I wonder how our safety could be ensured under the GEO's proposals.",agree geos covid19 demand doubt antipolicing demand remember example threat campus shoot found student hall central campus wonder safety could ensure geos proposal
1.3047859248957645e+18,4903574358.0,if we had truly locked down from the beginning we could have slowly reopened safely and quarantine would now be just a distant memory but we didnt do that cuz freedum or some such now look where we are,"@PopC_Theology If we had truly locked down from the beginning, we could have slowly reopened safely and quarantine would now be just a distant memory. But we didn't do that 'cuz freedum! or some such. Now look where we are.",truly lock begin could slowly reopen safely quarantine would distant memory didnt cuz freedum look
1.304785925378056e+18,1.098248352716808e+18,just did the math and it turns out that 3 of covid cases end with death nationallybut in liberal run cities like new york 10 of cases end in deathsomehow trump is responsible for the deaths but the mayors of these cities get a pass,"@dvillella @realDonaldTrump Just did the math, and it turns out that 3% of covid cases end with death, nationally.

But in liberal run cities like New York, 10% of cases end in death.

Somehow, Trump is responsible for the deaths, but the mayors of these cities get a pass.",math turn 3 covid case end death nationallybut liberal run city like new york 10 case end deathsomehow trump responsible death mayor city get pas
1.3047859258813683e+18,1.257474642845057e+18,timorleste has no active cases of the novel coronavirus diseasecovid19 covid19,Timor-Leste has no active cases of the novel coronavirus disease/COVID-19. #COVID19,timorleste active case novel coronavirus diseasecovid19 covid19
1.3047859268920525e+18,94940537.0,some siliconvalley companies like vmare and twitter are allowing some staff to permanently work from home but cutting the salaries of those who move out of the bay area via,"Some #SiliconValley companies, like VMare and Twitter, are allowing some staff to permanently work from home, but cutting the salaries of those who move out of the Bay Area https://t.co/uIy7l84Sai via @technology",siliconvalley company like vmare twitter allow staff permanently work home cut salary move bay area via
1.304785927043154e+18,1.2773863759024783e+18,i appreciate the transparency of az as they continue their trial of the vaccine it’s clear that they’re not just out to make money or meet some trumpimposes timeline,@ASlavitt I appreciate the transparency of AZ as they continue their trial of the vaccine. It’s clear that they’re not just out to make money or meet some Trump-imposes timeline.,appreciate transparency az continue trial vaccine ’ clear ’ make money meet trumpimposes timeline
1.3047859273662095e+18,1.0287287851291688e+18,just curious what your medical background is infections disease control epidemiologywhat is your evidence the virus has run its courseno one has said masks defeat the virus they are part of a larger pattern of measures which when taken in concert act to inhibit spread,"@SteveG06322664 @peterjukes Just curious what your medical background is? Infections? Disease control? Epidemiology?
What is your evidence the virus has run its course?
No one has said masks defeat the virus. They are part of a larger pattern of measures which, when taken in concert, act to inhibit spread",curious medical background infection disease control epidemiologywhat evidence virus run courseno one say mask defeat virus part large pattern measure take concert act inhibit spread
1.304785927638782e+18,1.271209730564862e+18,dude fr that’s so messed up wtf my teachers have to wear medical masks at all times and they’re not even allowed to give us physical handouts,@gIobealone dude fr??? that’s so messed up wtf my teachers have to wear medical masks at all times and they’re not even allowed to give us physical handouts,dude fr ’ mess wtf teacher wear medical mask time ’ even allow give u physical handout
1.304785927705899e+18,1481503855.0,☝️☝️imagine being this detached from reality stunning “what about me i have to wear a mask” 😭,@dissidentrob @globalnews ☝️☝️Imagine being this detached from reality. Stunning. “What about me I have to wear a mask” 😭.,☝️☝️imagine detach reality stun “ wear mask ” 😭
1.3047859275800655e+18,16404216.0,logistics matters with dc velocity pandemic,Logistics Matters with DC Velocity https://t.co/lwyCJhtE4t #pandemic,logistics matter dc velocity pandemic
1.3047859277856563e+18,558894931.0,watch how crazy this fool jim bakker is enough said he also got nabbed by ag james for selling fake covid cures,"@TeaPainUSA Watch how crazy this fool Jim Bakker is. Enough said: 

https://t.co/W2BryOZLUZ

He also got nabbed by AG James for selling fake COVID cures.",watch crazy fool jim bakker enough say also get nabbed ag james sell fake covid cure
1.3047859282889073e+18,37117990.0,the virus is real the numbers relative to covid related deaths are overstated both facts can be true at the same time  hysteria on both sides of each fact is real,@DanWolken The virus is real! The numbers relative to Covid related deaths are overstated! Both facts can be true at the same time.  Hysteria on both sides of each fact is real!,virus real number relative covid related death overstate fact true time hysteria side fact real
1.3047859288719892e+18,531638793.0,how has your exercise been since pandemiclockdown,How has your exercise been since pandemic/lockdown?,exercise since pandemiclockdown
1.304785929220096e+18,474409162.0,arent fedex workers supposed to be wearing their masks when they do their delivery 🤔,Aren't FedEx workers supposed to be wearing their masks when they do their delivery 🤔,arent fedex worker suppose wear mask delivery 🤔
1.3047859303524352e+18,869352865.0,i hope this pandemic will end,i hope this pandemic will end,hope pandemic end
1.3047859311199355e+18,9.494334838557204e+17,you mean dans 70 rating cause there is no way in hell i’ll believe that grandiose over fed piece of human detritus has an appoval of 70 we can’t possibly have that many stupid liberal voters still alive good thing is they are most likely to ignore covid amp catch it amp die 😁,@beneltham @IIreckon you mean dans 70% rating Cause there is no way in hell I’ll believe that grandiose over fed piece of human detritus has an appoval of 70% we can’t possibly have that many stupid liberal voters still alive good thing is they are most likely to ignore covid &amp; catch it &amp; die 😁,mean dans 70 rating cause way hell ’ believe grandiose fed piece human detritus appoval 70 ’ possibly many stupid liberal voter still alive good thing likely ignore covid amp catch amp die 😁
1.3047859309355868e+18,7.004440178641551e+17,what kind of uniform do you get if you become a covid marshall i hope there’s lots of shiny buttons and boots and ribbons and such like,What kind of uniform do you get if you become a covid Marshall? I hope there’s lots of shiny buttons and boots and ribbons and such like,kind uniform get become covid marshall hope ’ lot shiny button boot ribbon like
1.3047859318916874e+18,1.136830393510838e+18,dr yan has been giving interviews for the last month on war room pandemic she is legit you will have zero doubt the virus was concocted in p3 amp p4 labs in china through gain of function research using a variety of animal viruses including bat viruses after listening to her,"@larryelder Dr Yan has been giving interviews for the last month on War Room Pandemic. She is legit. You will have zero doubt the virus was concocted in P-3 &amp; P-4 labs in China through gain of function research using a variety of animal viruses, including bat viruses, after listening to her",dr yan give interview last month war room pandemic legit zero doubt virus concoct p3 amp p4 lab china gain function research use variety animal virus include bat virus listen
1.304785932986364e+18,1.2772718386497577e+18,i am trying as much as possible to overcome the drastic effects of coronavirus in nepalpeople are doing all sorts of things to save and get some moneylike child marriagenot allowing kids to go to schoolif possibleplease help amp share,"@cllrRLangton  I am trying as much as possible to overcome the drastic effects of coronavirus in Nepal,People are doing all sorts of things to save and get some money(like child marriage,not allowing kids to go to school)

If possible
PLEASE HELP &amp; Share

https://t.co/XZq9pGpNBk",try much possible overcome drastic effect coronavirus nepalpeople sort thing save get moneylike child marriagenot allow kid go schoolif possibleplease help amp share
1.3047859329529285e+18,7.305903589674433e+17,weve been through this before” dr fauci said “dont ever ever underestimate the potential of the pandemic and dont try and look at the rosy side of things,"“We've been through this before,” Dr. Fauci said. “Don't ever, ever underestimate the potential of the pandemic. And don't try and look at the rosy side of things.""
https://t.co/84WqimOGWy",weve ” dr fauci say “ dont ever ever underestimate potential pandemic dont try look rosy side thing
1.3047859336283013e+18,1.0131654591920207e+18,calm down donnie your life is fine you lied and blew off a pandemic and you are going to get away with it because biden is a lousier candidate than you,"@realDonaldTrump Calm down, Donnie. Your life is fine. You lied and blew off a pandemic and you are going to get away with it because Biden is a lousier candidate than you.",calm donnie life fine lie blew pandemic go get away biden lousier candidate
1.3047859348194304e+18,8.554010451026574e+17,what an idiot  really 25 have you ever ran a successful business  it’s obvious you’ve  given this about as much thought as you did with allowing covid19 positive seniors the right to enter into nursing homes,@SaraCarterDC What an idiot.  Really.... 25%? Have you ever ran a successful business?  It’s obvious you’ve  given this about as much thought as you did with allowing COVID-19 positive seniors the right to enter into nursing homes.,idiot really 25 ever ran successful business ’ obvious ’ give much thought allow covid19 positive senior right enter nursing home
1.3047859352221573e+18,7.442067132979854e+17,how about focussing your time on covid and the fires in california 🤷🏻‍♀️ like an actual president,@realDonaldTrump How about focussing your time on COVID and the fires in California??!? 🤷🏻‍♀️ Like an actual President?!?,focus time covid fire california 🤷🏻‍♀️ like actual president
1.3047859356162417e+18,2931015842.0,seeee i told you its the quarantine fault,@kir4tii Seeee i told you its the quarantine fault,seeee told quarantine fault
1.304785937059119e+18,2955063516.0,not all pandemics are fake event201 wear a mask,https://t.co/F67nJQgZqo not all pandemics are fake #Event201 wear a mask!,pandemic fake event201 wear mask
1.3047859370716529e+18,1.246177058423636e+18,write a letter to the landlord and advise that you are terminating the lease due to the pandemic  then instruct the bank to stop payment of the checks but make sure the checks are sufficiently funded get a cert that the checks are sufficiently funded and maintain that way,"@magister_ella Write a letter to the landlord and advise that you are terminating the lease due to the pandemic.  Then, instruct the bank to stop payment of the checks but make sure the checks are sufficiently funded. Get a cert that the checks are sufficiently funded and maintain that way.",write letter landlord advise terminate lease due pandemic instruct bank stop payment check make sure check sufficiently fund get cert check sufficiently fund maintain way
1.3047859371095245e+18,1.241215411636654e+18,ok but is he the stupid people that go out every day spreading covid yeah no thats what i thought,@bobhasdogsagain @pissedgirl_20 @realDonaldTrump Ok but is he the stupid people that go out every day spreading covid? Yeah no thats what i thought.,ok stupid people go every day spread covid yeah thats thought
1.3047859368661852e+18,1.277725050854994e+18,during this pandemic its little difficult to step out so we sent dry ration and some fruits to a orphanage through online grocery shopping portal we tried  our bitwe stand by you we will fight till the time we get justice nobady can stop usfeedfood4ssr warriorsroar4ssr,"During this pandemic its little difficult to step out. So we sent dry ration and some fruits to a orphanage through online grocery shopping portal. We tried  our bit.We stand by you. We will fight till the time we get justice. Nobady can stop us.#FeedFood4SSR 
#WarriorsRoar4SSR https://t.co/KMMwvTr1H9",pandemic little difficult step sent dry ration fruit orphanage online grocery shopping portal try bitwe stand fight till time get justice nobady stop usfeedfood4ssr warriorsroar4ssr
1.3047859379820175e+18,1.226955754164441e+18,dont need a vaccine for a virus thats a little deadlier than the flu thanks,"@JeremyFarrar @wellcometrust @ObserverUK Don't need a vaccine for a virus that's a little deadlier than the flu, thanks.",dont need vaccine virus thats little deadlier flu thanks
1.3047859383467213e+18,7.438554467635731e+17,birthday weekend what’s uuuuuup gonna really splurge this year and get some n95 masks because daaaaymn that air quality is terrible dabs🖤💛🖤💛,"Birthday weekend what’s UUUUUUP!! Gonna really splurge this year and get some N95 masks because DAAAAYMN that air quality is terrible! *dabs*

🖤💛🖤💛",birthday weekend ’ uuuuuup gon na really splurge year get n95 mask daaaaymn air quality terrible dabs🖤💛🖤💛
1.3047859382797312e+18,1.2209257094572728e+18,this is what’s important instead of the fires the protests the jobs gone  the lying about covid deaths from covid schools closed bounties on troops fing ego stroke,"@thejtlewis @realDonaldTrump This is what’s important instead of the fires, the protests, the jobs gone,  the lying about Covid, deaths from Covid, schools closed, bounties on troops. F-ing ego stroke https://t.co/zzAly8MPSJ",’ important instead fire protest job go lie covid death covid school close bounty troop fing ego stroke
1.3047859395716424e+18,8.294427716520796e+17,money is the only thing he cares about not people stock market and business and his rich cronies who ever gets caught in the cross hairs of the virus he probably thinks they are losers,@kylegriffin1 Money is the only thing he cares about. Not people. Stock market and business and his rich cronies. Who ever gets caught in the cross hairs of the virus... he probably thinks they are losers,money thing care people stock market business rich crony ever get caught cross hair virus probably think loser
1.3047859396848271e+18,1.0529847951044977e+18,anyone who decides that herd immunity is a good idea will be going on my block list today ive seriously had enough of you if youre sooooo fucking hell bent on people dying then please go out and get the fucking virus yourself,"Anyone who decides that herd immunity is a good idea will be going on my block list today. I've seriously had enough of you. If you're sooooo fucking hell bent on people dying then please, go out and GET THE FUCKING VIRUS yourself.",anyone decides herd immunity good idea go block list today ive seriously enough youre sooooo fuck hell bent people die please go get fuck virus
1.3047859386949015e+18,258043475.0,so went to the outdoor farmers market today not wearing a mask  no one with the market said anything but one customer asked if i had an exemption to not having to wear a mask  i simply answered yes im an american nomasksnomasknofearopenamericanowmaga,"So went to the outdoor Farmer's Market today not wearing a mask.  No one with the market said anything, but one customer asked if I had an exemption to not having to wear a mask.  I simply answered ""Yes, I'm an American."" 

#nomasks
#nomasknofear
#OpenAmericaNow
#MAGA https://t.co/d4EmgEemEr",go outdoor farmer market today wear mask one market say anything one customer ask exemption wear mask simply answer yes im american nomasksnomasknofearopenamericanowmaga
1.304785939818922e+18,1.267760749184643e+18,biden is raising all of our taxes during a pandemic take a look,"@AGBecerra @BetsyDeVosED Biden is raising all of our taxes during a pandemic, take a look https://t.co/aeXovZODUB",biden raise tax pandemic take look
1.3047859394122588e+18,18919080.0,can someone explain to me how every liberal democrat amp the msm claim cuomo has done such a great job handling covid19 when ny has 3 x the deaths than any other state amp more than fl tx amp ga combined if that’s true about cuomo then  handling is flawless,"@JaniceDean @GlenWoodfin @NYGovCuomo Can someone explain to me how every liberal, Democrat &amp; the MSM claim Cuomo has done such a great job handling COVID-19? When NY has 3 X the deaths than any other state &amp; more than Fl, TX, &amp; GA combined. If that’s true about Cuomo then @realDonaldTrump handling is flawless! https://t.co/hpHUeXreB0",someone explain every liberal democrat amp msm claim cuomo do great job handle covid19 ny 3 x death state amp fl tx amp ga combine ’ true cuomo handle flawless
1.3047859399197573e+18,1.289594727407538e+18,spanky no one listens to you anymore  you are unfit  you are unwell  take a rest  hydrate  lay off the stuff man  put the phone down refresh yourself  you look truly messed up  trumpvirus trumpdoesntcare trumpknew trumpisunwell trumpisnotwell,"@realDonaldTrump Spanky, NO ONE LISTENS to you anymore.  You are unfit.  You are unwell.  Take a rest.  Hydrate.  Lay off the stuff, man.  Put the phone down. Refresh yourself.  You look truly messed up.  #TrumpVirus #TrumpDoesntCare #TrumpKnew #TrumpIsUnwell #TrumpIsNotWell https://t.co/SEYilF3SOO",spanky one listens anymore unfit unwell take rest hydrate lay stuff man put phone refresh look truly mess trumpvirus trumpdoesntcare trumpknew trumpisunwell trumpisnotwell
1.304785941211439e+18,2991247186.0,this fall be sure n try our new pumpkin spice coronavirus,"This fall, be sure 'n try our new pumpkin spice #coronavirus",fall sure n try new pumpkin spice coronavirus
1.3047859418363617e+18,1.289668052464726e+18,practically everyone there wearing a mask has their nose out 🤦‍♀️,@myohmizmai practically everyone there wearing a mask has their nose out 🤦‍♀️,practically everyone wear mask nose 🤦‍♀️
1.304785941916082e+18,171935037.0,just imagine if any problem facing the world covid climate change poverty hunger etcreceived half as much attention from the president of the united states as bashing hillary clintonwe would be living in a much better place,"@PalmerReport Just imagine if any problem facing the world: covid, climate change, poverty, hunger, etc...

received half as much attention from the President of the United States as bashing Hillary Clinton.

We would be living in a much better place.",imagine problem face world covid climate change poverty hunger etcreceived half much attention president united state bashing hillary clintonwe would living much well place
1.3047859432456684e+18,9.753965622212444e+17,most definitely abuse of power and taking advantage of the system and misdiagnosing purposely to get those fundsmaybe as going as far as placing people on vents who didn’t need it and died from the vent and not covid19,"@queenalmamarie Most definitely! Abuse of power and taking advantage of the system and misdiagnosing purposely to get those funds....maybe as going as far as placing people on vents who didn’t need it, and died from the vent and not COVID-19.",definitely abuse power take advantage system misdiagnosing purposely get fundsmaybe go far place people vent ’ need die vent covid19
1.3047859447011735e+18,1944174986.0,just imagine if he could have been as organized and coordinated in sending out ppe as he’s been in sending out his free signs and selling his maga crap,@ProjectLincoln Just imagine if he could have been as organized and coordinated in sending out PPE as he’s been in sending out his free signs and selling his MAGA crap....,imagine could organize coordinate send ppe ’ send free sign sell maga crap
1.3047859454016635e+18,9.81955593434026e+17,please tell the supervisor at blt pool the unofficial mask rule she made me wear a mask to go to the bathroom inside the pool gates,@DisTouristBlog Please tell the Supervisor at BLT pool the unofficial mask rule. She made me wear a mask to go to the bathroom inside the pool gates.,please tell supervisor blt pool unofficial mask rule make wear mask go bathroom inside pool gate
1.304785946362159e+18,1.0102558481978408e+18,i’ll believe you when you crawl out of your basement and volunteer at your local hospital with no mask on until then you’re just a cunt,"@IngrahamAngle I’ll believe you when you crawl out of your basement and volunteer at your local hospital with no mask on. Until then, you’re just a cunt.",’ believe crawl basement volunteer local hospital mask ’ cunt
1.3047859458001265e+18,24000965.0,on demand the national for sept 11  six months into the pandemic the federal government remains in crisisresponse and prepares further covid19 relief,"ON DEMAND: The National for Sept. 11 | Six months into the pandemic, the federal government remains in crisis-response and prepares further COVID-19 relief. https://t.co/GbAPrmbQSa https://t.co/QP5XKaCGbF",demand national sept 11 six month pandemic federal government remains crisisresponse prepares covid19 relief
1.304785946911662e+18,358479177.0,you want something worse than covid19 next year,@UncleCharles_ You want something worse than COVID-19 next year?,want something bad covid19 next year
1.3047859469074964e+18,2164687497.0,lickittyscalpsx3 on instagram “scooby doo just solved the covid19 mystery”,"LickittyScalpsX3 on Instagram: “Scooby Doo Just Solved The COVID-19 Mystery”
https://t.co/X7RQPa3lYn",lickittyscalpsx3 instagram “ scooby doo solve covid19 mystery ”
1.3047859464962662e+18,116490231.0,look at the 3 states with the strongest enforcement nevadans from all political sides know that the first law the law that matters is “do not f—k with thine casinos”facemask recognition has arrived—for better or worse via,"@VitalVegas Look at the 3 states with the strongest enforcement. Nevadans from all political sides know that the first law, the law that matters, is “Do Not F—k with Thine Casinos.”

Face-mask recognition has arrived—for better or worse https://t.co/O9Qt7pp03B via @NatGeo https://t.co/ALHtpD9tWx",look 3 state strong enforcement nevadan political side know first law law matter “ f—k thine casino ” facemask recognition arrived—for well bad via
1.3047859477882263e+18,15764644.0,as the covid19 pandemic continues to impact communities around the world we have a responsibility to ensure our recovery from this crisis is sustainable and equitable g7parliament togetheronclimate,"As the COVID-19 pandemic continues to impact communities around the world, we have a responsibility to ensure our recovery from this crisis is sustainable and equitable. #G7Parliament #TogetherOnClimate https://t.co/YJEfY3KJjz",covid19 pandemic continue impact community around world responsibility ensure recovery crisis sustainable equitable g7parliament togetheronclimate
1.3047859483628913e+18,246593922.0,trump officials interfered with cdc reports on covid19 via  coronavirus donaldtrump bananarepublic,Trump officials interfered with CDC reports on Covid-19 https://t.co/PLCzOOM7G9 via @politico #coronavirus #DonaldTrump #BananaRepublic,trump official interfere cdc report covid19 via coronavirus donaldtrump bananarepublic
1.304785948278956e+18,19778050.0,a university of michigan student has tested positive for the coronavirus and the university is warning that others may have been exposed on campus,"A University of Michigan student has tested positive for the coronavirus and the university is warning that others may have been exposed on campus.
https://t.co/WlMlVzqFJt",university michigan student test positive coronavirus university warn others may expose campus
1.3047859484131697e+18,251601729.0,23 if you move you have to reregister and the house you used to live in will have got a letter to see who still lives there as for sending ballots to deceased shows how incompetent your system is  voting in person is antiquated in todays society in the midst of a pandemic,@realDonaldTrump 2/3 If you move you have to re-register and the house you used to live in will have got a letter to see who still lives there as for sending ballots to deceased shows how incompetent your system is.  Voting in person is antiquated in todays society in the midst of a pandemic.,23 move reregister house use live get letter see still life send ballot decease show incompetent system voting person antiquate today society midst pandemic
1.3047859488914022e+18,8.77048021372076e+17,fullfact fact check this data does not show tests for coronavirus being ordered pre20208th sep 2020claimdata from the world integrated trade solutions website shows that covid19 testing kits were being bought and sold by countries long before the pandemic,"FULLFACT FACT CHECK
@FullFact 

This data does not show tests for coronavirus being ordered pre-2020

8th Sep 2020

CLAIM

Data from the World Integrated Trade Solutions website shows that Covid-19 testing kits were being bought and sold by countries long before the pandemic",fullfact fact check data show test coronavirus order pre20208th sep 2020claimdata world integrate trade solution website show covid19 test kit bought sell country long pandemic
1.3047859499105894e+18,2221808880.0,i dont quite understand all this concern about covid restrictions limiting teacher impact in the classroom without meaning to sound flippant if im back teaching then ateaching i shall go otherwise might as well go back to online,"I don't quite understand all this concern about Covid restrictions limiting teacher impact in the classroom. Without meaning to sound flippant, if I'm back teaching, then a-teaching I shall go. Otherwise might as well go back to online.",dont quite understand concern covid restriction limit teacher impact classroom without meaning sound flippant im back teach ateaching shall go otherwise might well go back online
1.3047859497428173e+18,1.197340428686758e+18,got this in the mail and knew exactly what to do with burn pit saturdaymorning trumptapes hannity foxnews republicans politics trumpisatraitor trumpdoesntcare trumpknew trumpvirus saturdayvibes saturdaythoughts,"Got this in the mail and knew exactly what to do with! Burn pit! 
#SaturdayMorning #TrumpTapes #HANNITY #FoxNews #Republicans #politics #TrumpIsATraitor #TrumpDoesntCare #TrumpKnew #TrumpVirus #SaturdayVibes #SaturdayThoughts https://t.co/OGEO3XDK6m",get mail knew exactly burn pit saturdaymorning trumptapes hannity foxnews republican politics trumpisatraitor trumpdoesntcare trumpknew trumpvirus saturdayvibes saturdaythoughts
1.3047859515337892e+18,1372446914.0,i dont love wearing them for long periods of time however they will be a main stay in my apparel not only can i wear them for health reasons but when i dont feel lile being bothered or recognized by ppl i can just pop a mask on and no one would question it moving forward,"@sighyam I don't love wearing them for long periods of time. However they will be a main stay in my apparel. Not only can I wear them for health reasons, but when I don't feel lile being bothered or recognized by ppl i can just pop a mask on and no one would question it moving forward",dont love wear long period time however main stay apparel wear health reason dont feel lile bother recognize ppl pop mask one would question move forward
1.304785952326529e+18,58256324.0,tk maxx overtakes topshop in uk despite covid crisis,TK Maxx overtakes Topshop in UK despite Covid crisis https://t.co/XUvLxE3pK9,tk maxx overtakes topshop uk despite covid crisis
1.3047859539620782e+18,1.3045801640266547e+18,howdy what might become of our society the future is heading towards a cashless societydid you know jesus spoke this would occur in the final days check this out 🤔 coronavirus,@miss_grundy Howdy What might become of our society? The future is heading towards a cashless society...Did you know Jesus spoke this would occur in the final days? Check this out! https://t.co/nLeEHKmqpd 🤔 #coronavirus @caseylouis34 @peterjon79 @nelsont85941898 @chele0122 @KOINNews,howdy might become society future head towards cashless societydid know jesus spoke would occur final day check 🤔 coronavirus
1.3047859539916595e+18,1.1178404066691564e+18,there are stupid peoplegoing around saying thatpresident trump knew howserious the virus was and play it down  that is a leader as a leader of acountry you must keep thecountry calm while you act on the problemsthat is donald trump,"THERE ARE STUPID PEOPLE
GOING AROUND SAYING THAT
PRESIDENT TRUMP KNEW HOW
SERIOUS THE VIRUS WAS AND PLAY IT DOWN. ( THAT IS A LEADER!!!) AS A LEADER OF A
COUNTRY, YOU MUST KEEP THE
COUNTRY CALM, WHILE YOU ACT ON THE PROBLEMS.
THAT IS DONALD TRUMP!!!",stupid peoplegoing around say thatpresident trump knew howserious virus play leader leader acountry must keep thecountry calm act problemsthat donald trump
1.304785954549502e+18,2163314342.0,this is what decades of bad forest management based on green nonsense looks like but it is still not half as bad as killing thousands of elderly people by sending covid19 patients into care homes,@NYGovCuomo This is what decades of bad forest management based on green nonsense looks like. But it is still not half as bad as killing thousands of elderly people by sending Covid-19 patients into care homes.,decade bad forest management base green nonsense look like still half bad kill thousand elderly people send covid19 patient care home
1.3047859550192804e+18,7.438719982003241e+17,drive thru covid testing site at university town center insarasota is closed down anyone know why,"Drive thru Covid testing site at University Town Center in
Sarasota is closed down. 

Anyone know why?",drive thru covid test site university town center insarasota close anyone know
1.3047859553210327e+18,4340019025.0,ignorant fucks like you will not be tolerated much longer i hope you catch covid stupid prick,@Krisyourgoals @inrain_bows @sunnshiiny @jkenney Ignorant fucks like you will not be tolerated much longer. I hope you catch covid. Stupid prick.,ignorant fuck like tolerate much longer hope catch covid stupid prick
1.304785956512252e+18,805913209.0,how many years have the democrats left virus’s come into our country from china to poison and kill off our people swine flu avian flu h1n1 covid they ship our pharmaceuticals to china then give them millions of dollars to develop different viruses to turn loose,How many years have the democrats left virus’s come into our country from China to poison and kill off our people swine flu avian flu H1N1 covid they ship our pharmaceuticals to China then give them millions of dollars to develop different viruses to turn loose,many year democrat left virus ’ come country china poison kill people swine flu avian flu h1n1 covid ship pharmaceutical china give million dollar develop different virus turn loose
1.3047859564913377e+18,1856081029.0,covid19 vaccine azd1222 clinical trials resumed in the uk【12 september 2020 1420 bst astrazeneca】,"COVID-19 vaccine AZD1222 clinical trials resumed in the UK

【12 September 2020 14:20 BST AstraZeneca】
https://t.co/LA09Cuw39T",covid19 vaccine azd1222 clinical trial resume uk【12 september 2020 1420 bst astrazeneca】
