id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final
1.304786019372261e+18,9.695612575347876e+17,good ensure account are not freezed customer given time during covid  senior citizen more affected  account for years suddenly freezed causes issues edb and evb customers mostly affected,@bankofbaroda @DOSHIANKIT_ @MumbaiPolice Good ensure account are not freezed customer Given time during covid.  Senior citizen more affected.  Account for years suddenly freezed causes issues. edb and evb customers mostly affected.,good ensure account freeze customer give time covid senior citizen affected account year suddenly freeze cause issue edb evb customer mostly affected
1.3047860195863224e+18,206246168.0,fantasizes a streaming show about inigo montoyas adventures as the new dread pirate roberts starring pedro pascal as inigo amp dave bautista as fezzik grasps the irony that pascal would have to wear a mask again,"*fantasizes a streaming show about Inigo Montoya's adventures as the new Dread Pirate Roberts, starring Pedro Pascal as Inigo, &amp; Dave Bautista as Fezzik*
*grasps the irony that Pascal would have to wear a mask again*",fantasizes stream show inigo montoyas adventure the new dread pirate robert star pedro pascal inigo amp dave bautista fezzik grasp the irony pascal would to wear mask
1.3047860198003057e+18,4390331.0,astrazeneca says trials of covid vaccine resuming via,AstraZeneca says trials of COVID vaccine resuming https://t.co/a3HY8PtHWK via @Yahoo,astrazeneca say trial covid vaccine resume via
1.3047860203663483e+18,353982620.0,lol not really daisy ridley did a lot of voice work in this pandemic times but also she will be in 2 promising feature films the ice beneath her and women in the castle,"@PBader4 @DaisyRidley_US Lol not really daisy Ridley did a lot of voice work in this pandemic times but also she will be in 2 promising feature films, the ice beneath her and women in the castle.",lol really daisy ridley lot voice work pandemic time also 2 promising feature film the ice beneath woman the castle
1.3047860200519475e+18,1.1776310537391063e+18,chris lynn samit patel david wise and ben dunk are ready to come again pakistan to play the remaining matches of psl which has been postponeded due to corona virus  the play offs will be started from november  psl2020,"Chris Lynn, samit Patel, david Wise, and Ben dunk are ready to come again Pakistan to play the remaining matches of PSL which has been postponeded due to Corona virus.

The play offs will be started from November ❤
#PSL2020",chris lynn samit patel david wise ben dunk ready to come pakistan to play the remain match psl postpone due to corona virus the play offs start from november psl2020
1.3047860218637844e+18,16162692.0,explained how will covid19  nasal vaccines work which firms are developing it,"Explained: How will Covid-19  nasal vaccines work, which firms are developing it? https://t.co/6TxMv5HXBx",explain covid19 nasal vaccine work firm develop
1.3047860230674473e+18,791764796.0,breaking covid19 cases total 21559 in el paso county there have been 18211 people who have recovered and currently 2766 known active cases as of saturday,"#BREAKING: COVID-19 cases total 21,559 in El Paso County. There have been 18,211 people who have recovered and currently 2,766 known active cases as of Saturday: 
https://t.co/p4ncV2YtuJ",break covid19 case total 21559 el paso county 18211 people recover currently 2766 know active case saturday
1.3047860228872397e+18,7.826533608474911e+17,he literally said the same thing at the press conferences he never once lied he was taking action and doing everything in his power to minimize the impact of the virus while not panicking the public,@cpickler18 @Vivianibarra @HedyLamarr228 @ddiamond @JoeBiden @KamalaHarris @SenateDems @HouseJudiciary @HouseIntel He literally said the same thing at the press conferences. He never once lied. He was taking action and doing everything in his power to minimize the impact of the virus while not panicking the public.,literally say the thing at the press conference never lie take action everything power to minimize the impact the virus panic the public
1.3047860231641293e+18,1.2860855972585551e+18,president trump 190000 americans have died of coronavirus in the recordings trump admitted in february that he knew the coronavirus was very deadly and contagious contrary to his public comments he also told woodward he was deliberately downplaying the virus,"@realDonaldTrump President Trump 190,000 Americans have died of coronavirus. In the recordings, Trump admitted in February that he knew the coronavirus was very deadly and contagious, contrary to his public comments. He also told Woodward he was deliberately downplaying the virus 🇺🇸👀",president trump 190000 american die coronavirus the recording trump admit february knew the coronavirus deadly contagious contrary to public comment also told woodward deliberately downplay the virus
1.3047860238433772e+18,497337206.0,thanks for this   after yesterday’s remembrances we can all use this bit of joy to get back to having these types of wonderful moments sooner wearamask keep socialdistancing,@alanalda Thanks for this @alanalda . After yesterday’s remembrances we can all use this bit of joy. To get back to having these types of wonderful moments sooner #WearAMask keep #SocialDistancing,thanks yesterday  remembrance use bit joy to get back to type wonderful moment sooner wearamask keep socialdistancing
1.304786024036524e+18,17972456.0,today i and many others celebrate you toots for the song the story and the vibe that you created with your music and brought to the world another great artist taken out by covid “time tough” rip tootshibbert,"Today I, and many others, celebrate you, Toots, for the song, the story and the vibe that you created with your music and brought to the world. Another great artist taken out by covid. “Time tough...” RIP #tootshibbert https://t.co/AzktowU2c7",today many others celebrate toot the song the story the vibe create your music brought to the world another great artist take out covid  time tough  rip tootshibbert
1.3047860246489047e+18,1.189631890875179e+18,watch what happened at 410 in s broadcast war room pandemic ep 383 amp 384  download the americasvoicenews app android  and apple,"@DonaldJTrumpJr @CatherineAdkis2 Watch what happened at 4:10 in @AVoiceNews's broadcast: War Room Pandemic Ep 383 &amp; 384.  Download the #AmericasVoiceNews app Android https://t.co/0EGzL3CcY4  and Apple https://t.co/GxPPS1NyOA

https://t.co/fRcd5oDkpu",watch happen at 410 broadcast war room pandemic ep 383 amp 384 download the americasvoicenews app android apple
1.3047860263601193e+18,1.254425775123685e+18,from the live guardian covid19 feed today ‘right wing coup’ ‘long time president morales’ jaysus  i thought you were opposed to fakenews,"From the live Guardian COVID-19 feed today. ‘Right wing coup’. ‘???Long time president Morales’???? Jaysus @guardian, I thought you were opposed to #FakeNews?  @pauloCanning https://t.co/DrEQgKd0yT",from the live guardian covid19 feed today ‘ right wing coup  ‘ long time president morale  jaysus thought oppose to fakenews
1.3047860271150285e+18,19760270.0,must say  ji has been on fire for last 23 days glad that real issues aren’t getting lost in the race for trps our farmers our migrants our economy  our nation’s security our youth tackling health challenges like covid matter,"Must say @sandeep_news24 ji has been on fire for last 2-3 days. Glad that real issues aren’t getting lost in the race for TRPs. Our farmers, our migrants, our economy , our nation’s security, our youth, tackling health challenges like COVID matter. https://t.co/80BNAIyQvr",must say ji fire last 23 day glad real issue  get lose the race trps farmer migrant economy nation  security youth tackle health challenge like covid matter
1.3047860270228685e+18,304860815.0,you dont have to be a nobel laureate to wear a mask,@Acyn You don't have to be a Nobel laureate to wear a mask,dont to nobel laureate to wear mask
1.304786027840643e+18,1.098248352716808e+18,just did the math and it turns out that 3 of covid cases end with death nationally  but in liberal run cities like new york 10 of cases end in death  somehow trump is responsible for the deaths but the mayors of these cities get a pass,"@TomMurp24740448 @realDonaldTrump Just did the math, and it turns out that 3% of covid cases end with death, nationally.

But in liberal run cities like New York, 10% of cases end in death.

Somehow, Trump is responsible for the deaths, but the mayors of these cities get a pass.",the math turn out 3 covid case end death nationally liberal run city like new york 10 case end death somehow trump responsible the death the mayor city get pas
1.3047860286165071e+18,2225588795.0,leave the country after covid issue is over,@Heisennnbergg @Asli_Harsh Leave the country after covid issue is over,leave the country covid issue
1.3047860285998735e+18,34370318.0,trump officials interfered with cdc reports on covid19 via    we are not safe,"Trump officials interfered with CDC reports on Covid-19 https://t.co/nNuwWVH6SN via @politico 

We are not safe!",trump official interfere cdc report covid19 via safe
1.3047860288474191e+18,187114667.0,hmm obviously you havent been listening trumpknew trumpvirus,"@NikkiHaley Hmm, obviously you haven't been listening. #TrumpKnew #TrumpVirus",hmm obviously havent listen trumpknew trumpvirus
1.30478602882637e+18,3219638072.0,trump administration officials interfered with cdc reports on covid via,Trump administration officials interfered with CDC reports on COVID https://t.co/YYNQlL7ee1 via @MailOnline,trump administration official interfere cdc report covid via
1.3047860293591e+18,989345744.0,well either there is nearly unlimited excitement for the crew home matches or  are ensuring social distancing by not allowing fans because the 10 am presale ticket link was dead at 1001,"Well, either there is nearly unlimited excitement for the Crew home matches, or @columbuscrewsc are ensuring social distancing by not allowing fans, because the 10 AM pre-sale ticket link was dead at 10:01.",well either nearly unlimited excitement the crew home match ensure social distance allow fan the 10 presale ticket link dead at 1001
1.3047860298204692e+18,87501688.0,about 8800 unaccompanied children expelled at us border under coronavirusrelated measure,"About 8,800 unaccompanied children expelled at U.S. border under coronavirus-related measure https://t.co/8iWytoA2my",8800 unaccompanied child expel at u border coronavirusrelated measure
1.304786029006721e+18,34440470.0,it’s the weekend  wow covid19 covid19 covid punny,It’s the weekend - wow! #covid19 #covid_19 #covid #punny https://t.co/QSrW5v5oeZ, the weekend wow covid19 covid19 covid punny
1.304786030013358e+18,1.248976005932466e+18,an inconvenient covid truth with dr andrew kaufman interview by del bi via,"An Inconvenient Covid Truth with Dr. Andrew Kaufman, Interview by Del Bi... https://t.co/HgSLKYCalU via @YouTube",inconvenient covid truth dr andrew kaufman interview del bi via
1.3047860302650696e+18,1485516067.0,he didn’t want to spook the marketsthen the economy ironically that didn’t work for the economy what’s interesting is the market isn’t aligned with everything else it’s almost as if covid and unemployment doesn’t exist why is that,"@kylegriffin1 He didn’t want to spook the markets....then the economy. Ironically that didn’t work for the economy. What’s interesting is the market isn’t aligned with everything else, it’s almost as if COVID and unemployment doesn’t exist. Why is that?", want to spook the marketsthen the economy ironically  work the economy  interest the market  align everything else  almost covid unemployment  exist
1.30478603123397e+18,8.844825360004218e+17,coronavirus is not going anywhere until we have a better president bidenharris2020 trumpfailedamerica,Coronavirus is not going anywhere until we have a better President. #BidenHarris2020 #TrumpFailedAmerica https://t.co/LrzgHEtLhN,coronavirus go anywhere well president bidenharris2020 trumpfailedamerica
1.3047860311920271e+18,1.229433137698046e+18,lessons from tuberculosis control for covid19 screening should be universal    coronavirus covid19 coronavirusourtbreak thewiderwiserview,"Lessons From Tuberculosis Control for COVID-19: Screening Should Be Universal.  https://t.co/DValI488sa 

#Coronavirus #COVIDー19 #Coronavirusourtbreak #TheWiderWiserView https://t.co/sOwJagBDGo",lesson from tuberculosis control covid19 screen universal coronavirus covid19 coronavirusourtbreak thewiderwiserview
1.3047860334945198e+18,8.433149848388691e+17,i want him  please covid go away i miss pattaya so much,"@dragon_pattaya I want him 😍 please covid go away, I miss pattaya so much 😭",want please covid go away miss pattaya much
1.3047860334275748e+18,239892125.0,trump officials interfered with cdc reports on covid19 via    every day another ugly story emerges,"Trump officials interfered with CDC reports on Covid-19 https://t.co/S4LUROHKbT via @politico 

Every day, another ugly story emerges.",trump official interfere cdc report covid19 via every day another ugly story emerges
1.3047860337085932e+18,12766482.0,how many missouri high school football games have been cancelled during the first 3 weeks  covid is the only reason for cancellations so i’m not specifying reasons i’d like to see a class breakup of cancellations 8man 1a 2a 3a,"How many Missouri high school football games have been cancelled during the first 3 weeks?  Covid is the only reason for cancellations so I’m not specifying reasons. I’d like to see a class breakup of cancellations, 8man, 1A, 2A, 3A....",many missouri high school football game cancel the first 3 week covid the reason cancellation  specify reason  like to see class breakup cancellation 8man 1a 2a 3a
1.3047860344046346e+18,16198491.0,good morning hoping for a good day today beagoodhuman wearamask,Good morning. Hoping for a good day today. #BeAGoodHuman #WearAMask 🤓🌞🌻✌🏼👍🏼,good morning hop good day today beagoodhuman wearamask
1.3047860337001513e+18,1.299542911445594e+18,how long are you gonna go on pretending you know what you’re talking about he didn’t ban travel from anywhere but china after that briefing how do you think the virus got here he didn’t expand the travel ban to europe until mid march when we were already in  a pandemic,@RakeLark @kcvail @brianstelter How long are you gonna go on pretending you know what you’re talking about. He didn’t ban travel from anywhere but China after that briefing. How do you think the virus got here. He didn’t expand the travel ban to Europe until mid March when we were already in  a pandemic. https://t.co/dFe5LYXd3H,long gon na go pretend know  talk  ban travel from anywhere china briefing do think the virus get  expand the travel ban to europe mid march already pandemic
1.304786036451668e+18,188421606.0,next question does your organization claim its operating safely bc its following cdc guidelines trump officials interfered with cdc reports on covid19 via,"Next question: does your organization claim it's operating safely bc it's following CDC guidelines? ""Trump officials interfered with CDC reports on Covid-19"" https://t.co/xOJjcklM9Z via @politico",next question your organization claim operating safely bc follow cdc guideline trump official interfere cdc report covid19 via
1.304786036258607e+18,1.2152717591018824e+18,uh  do recall that when indigenous people needed help from the conservative gov   sent body bags to first nations during a pandemic   held back sanitizer because it had alcohol in it     indigenouslivesmatter cdnpoli,"@erinotoole Uh...

Do recall that when Indigenous people needed help from the Conservative gov, 

*SENT BODY BAGS TO FIRST NATIONS DURING A PANDEMIC 

*HELD BACK SANITIZER BECAUSE IT HAD ALCOHOL IN IT.

🤔
😡

#IndigenousLivesMatter #cdnpoli https://t.co/IZBHZZnziX",uh do recall indigenous people need help from the conservative gov sent body bag to first nation pandemic held back sanitizer alcohol indigenouslivesmatter cdnpoli
1.3047860370933023e+18,8.871045880793457e+17,they slowly but surely allowing covid to slight disappear like everything else y’all don’t even notice lol,they slowly but surely allowing covid to slight disappear like everything else y’all don’t even notice lol,slowly surely allow covid to slight disappear like everything else   even notice lol
1.304786037839786e+18,1.1513481165802086e+18,you know what they can do with that covid19 vaccine,@standardnews You know what they can do with that COVID19 vaccine.. https://t.co/eGmHEfuy9m,know do covid19 vaccine
1.3047860381964984e+18,1.2922538572051003e+18,i knew somebody that died from corona,@nourmajdiwajdi I knew somebody that died from corona,knew somebody die from corona
1.304786037626024e+18,2812913104.0,todays covid19 update  1 701 results received of which 167 are positive  active cases now 3 695  of those 24 are severe to critically sick   913 new recoveries total recoveries 5 811  cumulatively 9 604 confirmed cases   health minister dr shangula,"Today's Covid-19 Update:
 1 701 results received of which 167 are positive.
* Active cases now 3 695.  Of those 24 are severe to critically sick. 
* 913 new recoveries. Total recoveries 5 811.
* Cumulatively 9 604 confirmed cases. 
-- Health minister Dr Shangula https://t.co/WyGZQllLEH",today covid19 update 1 701 result receive 167 positive active case 3 695 24 severe to critically sick 913 new recovery total recovery 5 811 cumulatively 9 604 confirm case health minister dr shangula
1.304786038536188e+18,7.785517116569969e+17,alot of us youngsters have been felt to make like were contributing to the recent covid rise despite alot of us working hard following rules and alot of young people recently got shafted with their exam results tories are cowards who can never accept blame,"@ladyofthebanner Alot of us youngsters have been felt to make like we're contributing to the recent covid rise despite Alot of us working hard following rules and Alot of young people recently got shafted with their exam results
Tories are cowards who can never accept blame",alot u youngster felt to make like contribute to the recent covid rise despite alot u work hard follow rule alot young people recently get shaft exam result tory coward never accept blame
1.3047860386662031e+18,7.135329582593188e+17,it’s a pandemic and we really have football i appreciate y’all risking this for me lol merica,It’s a pandemic and we really have football i appreciate y’all risking this for me lol MERICA!!, pandemic really football appreciate  risk lol merica
1.3047860385194107e+18,1.1124260904531844e+18,i met an acquaintance today who doesnt believe people should wear face masks thinks covid is just like the flu so we should accept its only killing old people who would normally die and an antivaxxer  shes a midwife,"@AndyTangled I met an acquaintance today who doesn't believe people should wear face masks, thinks Covid is just like the flu so we should accept it's only killing old people who would normally die and an antivaxxer.

She's a midwife.",met acquaintance today doesnt believe people wear face mask think covid like the flu accept kill old people would normally die antivaxxer shes midwife
1.3047860389764383e+18,25319471.0,patriarch filaret of ukraine blames covid19 on same sex marriage and other human transgressions,@BreitbartNews Patriarch Filaret of Ukraine blames COVID-19 on same sex marriage and other human transgressions. https://t.co/rL6MjfZN5M,patriarch filaret ukraine blame covid19 sex marriage human transgression
1.3047860392241275e+18,1.1650574677950833e+18,why don’t you say something about how he tells people to vote twice or lied about the virus and continues to hold rallies and spreading the disease and moved the powmia flag from the white house,@RepDonBacon Why don’t you say something about how he tells people to vote twice or lied about the virus and continues to hold rallies and spreading the disease? And moved the POW/MIA flag from the White House?, say something tell people to vote twice lie the virus continue to hold rally spread the disease move the powmia flag from the white house
1.3047860391863703e+18,2730359051.0,open smartnews to read south carolina third grade teacher dies days after testing positive for covid19 here or you can directly access the content using this link here,Open SmartNews to read 'South Carolina Third Grade Teacher Dies Days After Testing Positive For COVID-19' here: https://t.co/OCcL0sCv5Z or you can directly access the content using this link here: https://t.co/c6h1QxN4VK,open smartnews to read south carolina third grade teacher dy day test positive covid19 directly access the content use link
1.304786040704635e+18,138982793.0,hail lawdbrogad  meanwhile covid19pandemic is projected to infect 12 million and potentiality killing 13600 jamaicans     talkthetruth,"@JamaicaGleaner @AndrewHolnessJM @NestaJA Hail #LawdBroGad!

Meanwhile #CoViD19Pandemic is projected to INFECT ~1.2 Million and potentiality KILLING ~13,600 #Jamaicans.

@theMoHWgovjm @christufton @julietcuthbert #TalkTheTruth",hail lawdbrogad meanwhile covid19pandemic project to infect 12 million potentiality kill 13600 jamaican talkthetruth
1.3047860412036014e+18,602676037.0,here we have sick world trade centreexposed firefighters and ems workers at a time when the city is having difficult financial circumstances due to covid19 and we’re not getting the money we need to be able to treat these heroes” said dr prezant,"@realDonaldTrump “Here we have sick World Trade Centre-exposed firefighters and EMS workers, at a time when the city is having difficult financial circumstances due to Covid-19, and we’re not getting the money we need to be able to treat these heroes,” said Dr Prezant. https://t.co/sYh9d6aqRy", sick world trade centreexposed firefighter em worker at time the city difficult financial circumstance due to covid19  get the money need to able to treat hero  say dr prezant
1.304786042340495e+18,17705655.0,over the past 750 years ripley castle has faced numerous crises including plagues amp wars it now faces a new challenge covid19,"Over the past 750 years, Ripley Castle has faced numerous crises including plagues &amp; wars. It now faces a new challenge; COVID-19",the past 750 year ripley castle face numerous crisis include plague amp war face new challenge covid19
1.3047860432757432e+18,62642158.0,none of these polls likely include and account for the woodward revelation that trump knew about the virus’ severity all along,@NateSilver538 None of these polls likely include and account for the Woodward revelation that Trump knew about the virus’ severity all along. https://t.co/e6Ihe30doQ,none poll likely include account the woodward revelation trump knew the virus  severity along
1.3047860436658135e+18,3195419751.0,the amount of constitutional lawyers to come out of this pandemic is astonishing,The amount of constitutional lawyers to come out of this pandemic is astonishing,the amount constitutional lawyer to come out pandemic astonish
1.304786044693426e+18,18761930.0,projecting   how sick does your party have to be to hope people die as long as a vaccine doesn’t come out before election day,"@MMahoney224 @WalshFreedom Projecting. 

How sick does your party have to be to hope people die as long as a vaccine doesn’t come out before Election Day.",project sick your party to to hope people die long vaccine  come out election day
1.3047860447396083e+18,416571534.0,when the most vulnerable in our communities die needlessly from needlessly contracting a virus during a pandemic its depressing for their loved ones and whole community  and them dying is the medical impact,"@CrowTheArkn @Anothergreen @BenjaminNorton @YourAnonCentral @YourAnonNews @freeanons @AnonNewsDE @aaronjmate @MaxBlumenthal @RealAlexRubi @AliAbunimah @anyaparampil @RaniaKhalek @IsabelO20183051 @HumBattIreland @ValleysUG @NorelliNancy when the most vulnerable in our communities die needlessly from needlessly contracting a virus during a pandemic its depressing for their loved ones and whole community ,, and them dying is the medical impact ,,",the vulnerable community die needlessly from needlessly contract virus pandemic depress love one whole community die the medical impact
1.304786045716689e+18,1.2935058957337887e+18,predebut eggie memories 2  on august 32020 eggie twt went on a lockdown a lot of gdm was made and a lot of fan accs got shut down yall know what happened i dont even have to say it  btw i still didnt have this fan acc though,"Pre-debut Eggie Memories #2: 
On August 3,2020 eggie twt went on a LOCKDOWN, a lot of gdm was made, and a lot of fan accs got shut down. Y'all know what happened I don't even have to say it😌

(Btw I still didn't have this fan acc though)",predebut eggie memory 2 august 32020 eggie twt go lockdown lot gdm make lot fan acc get shut yall know happen dont even to say btw still didnt fan acc though
1.304786045410652e+18,9.319941752681554e+17,what’s the story the piece hall in all its glory backtoschool theweekender piecehall piecehallhalifax history,What’s the story? The Piece Hall in all its Glory! #backtoschool #theweekender #piecehall #piecehallhalifax #history https://t.co/57V7DxSklu, the story the piece hall glory backtoschool theweekender piecehall piecehallhalifax history
1.304786047264465e+18,65914372.0,i bet he would have taken pran to not cut his beard till the pandemic is over,"@GabbbarSingh I bet he would have taken ""pran"" to not cut his beard till the pandemic is over.. 🙏🙏",bet would take pran to cut beard till the pandemic
1.3047860472392049e+18,1.2994696989379748e+18,nope i go to the store to lowes and an appointment i have twice a week i am in and out wearing a mask and social distancing  this is what is needed for us to get back to somewhat normal now if everyone else would just do the same,"@HelaoSouse Nope. I go to the store, to Lowes, and an appointment I have twice a week. I am in and out, wearing a mask and social distancing.  This is what is needed for us to get back to somewhat normal. Now if everyone else would just do the same....",nope go to the store to lowes appointment twice week out wear mask social distance need u to get back to somewhat normal everyone else would do the
1.304786046513807e+18,3096596018.0,reported for providing falsemisleading information about election procedure  you’re already killing some of your supporters with covid getting some others arrested for election fraud is clearly not beneath you,"@realDonaldTrump Reported for providing false/misleading information about election procedure.

You’re already killing some of your supporters with COVID; getting some others arrested for election fraud is clearly not beneath you. https://t.co/qYnC2rCXCA",report provide falsemisleading information election procedure  already kill your supporter covid get others arrest election fraud clearly beneath
1.304786047340089e+18,1161130945.0,parties parties and more parties a university had a great coronavirus plan but students partied on,"Parties parties and more parties
A University Had a Great Coronavirus Plan, but Students Partied On https://t.co/PFbYJVVA3I",party party party university great coronavirus plan student partied
1.3047860468911964e+18,14436232.0,covid19 deaths vs time curve for the uk gompertztype curve which are typical of natural biological phenomena well documented in biomedical scientific papers over 40 years note lack of discontinuities in the curve suggesting no interventions have interrupted development,"COVID-19 deaths vs time curve for the UK... Gompertz-type curve which are typical of natural, biological phenomena, well documented in biomedical scientific papers over 40 years. Note lack of discontinuities in the curve, suggesting no interventions have interrupted development. https://t.co/gOgqTuUnv4",covid19 death v time curve the uk gompertztype curve typical natural biological phenomenon well document biomedical scientific paper 40 year note lack discontinuity the curve suggest no intervention interrupt development
1.3047860478350172e+18,265487571.0,says the impeached president who went on to downplay a pandemic to affect what could have been 100000s of preventable deaths god help america,"@realDonaldTrump Says the impeached President who went on to downplay a pandemic to affect what could have been 100,000s of preventable deaths. God help America! @realDonaldTrump @JoeBiden @ProjectLincoln",say the impeach president go to downplay pandemic to affect could 100000 preventable death god help america
1.3047860480698982e+18,1.278542622773121e+18,is this what the us has planned for americans as they rush these vaccines  china injects hundreds of thousands with experimental covid19 vaccines,"Is this what the US has planned for Americans as they rush these Vaccines?

China Injects Hundreds of Thousands With Experimental Covid-19 Vaccines https://t.co/ic6J0gkPSs",the u plan american rush vaccine china injects hundred thousand experimental covid19 vaccine
1.304786048086614e+18,781390104.0,i stand 100 behind president trumps decision to keep panic down  the left is twisting his words and we arent buying into it at all  democratstheenemywithin trumplandslidevictory2020 trumpvirus,I stand 100% behind President Trump's decision to keep panic down - the left is twisting his words and we aren't buying into it at all.  #DemocratsTheEnemyWithin #TrumpLandslideVictory2020 #TrumpVirus,stand 100 behind president trump decision to keep panic the left twist word arent buying at democratstheenemywithin trumplandslidevictory2020 trumpvirus
1.3047860494832476e+18,3549804254.0,she is the source for the cure and any info on sarscovid19 it’s the sniffles why wasn’t the planet locked down when the aids crisis happened logic dictates that something far more disturbing has happened or will if you have the sniffles go to an indian dr contact her,@harpersbazaarus She is the source for the CURE and Any Info on S.A.R.S.=COVID-19 It’s the sniffles. Why wasn’t the planet locked down when the AIDS crisis happened?? Logic dictates that something far more disturbing has happened or will. If you have the sniffles go to an Indian Dr.! Contact her! https://t.co/ssPBjuEsrp,the source the cure info sarscovid19  the sniffle  the planet lock the aid crisis happen logic dictate something far disturb happen the sniffle go to indian dr contact
1.3047860514840617e+18,2802339264.0,apart from stockport amp wigan greater manchester has been in semi lockdown since end of july with the rule no mixing of households at home or any indoor settings oldham amp bolton its no mixing in any settings so this is why different than national rule  did you miss this info,"@debbieridley8 @JenWilliamsMEN Apart from Stockport &amp; Wigan greater Manchester has been in semi lockdown since end of July with the rule NO mixing of households at home or any indoor settings. Oldham &amp; Bolton it's no mixing in any settings, so this is why different than national rule - did you miss this info?",apart from stockport amp wigan great manchester semi lockdown since end july the rule no mix household at home indoor setting oldham amp bolton no mix setting different national rule miss info
1.3047860520880333e+18,1912716584.0,as someone who actually lives in nyc i can say that most people have been wearing masks since april even at at distance or while biking masks are why we’re doing so well right now,"@CorrNotCausa @_MiguelHernan As someone who actually lives in NYC I can say that most people have been wearing masks since April, even at at distance or while biking. Masks are why we’re doing so well right now.",someone actually life nyc say people wear mask since april even at at distance biking mask  well right
1.3047860534133105e+18,1.2564432641791345e+18,whatcha think  any chance trump talking about ventilators this whole time was for people suffering from smoke inhalation and had nothing to do with a virus,"@elenochle @X17group Whatcha think @elenochle, any chance Trump talking about ventilators this whole time was for people suffering from smoke inhalation and had nothing to do with a virus?",whatcha think chance trump talk ventilator whole time people suffer from smoke inhalation nothing to do virus
1.3047860538285463e+18,7.63994063892652e+17,are you paying back the money you took from the 911 firefighters medical fund   why did you lie about the virus   why do you hate the military,"@realDonaldTrump ARE YOU PAYING BACK THE MONEY YOU TOOK FROM THE 9/11 FIREFIGHTERS MEDICAL FUND??? 

WHY DID YOU LIE ABOUT THE VIRUS? 

WHY DO YOU HATE THE MILITARY? https://t.co/VDIKauc6Hf",pay back the money take from the 911 firefighter medical fund lie the virus do hate the military
1.3047860541431887e+18,7.715542251384381e+17,shouldn’t they all be in the hospital on ventilators cbs cnn and others keep telling me virus is very deadly,"@CBSNews Shouldn’t they all be in the hospital on ventilators? CBS, CNN, and others keep telling me virus is very deadly...", the hospital ventilator cbs cnn others keep tell virus deadly
1.30478605405517e+18,3340597479.0,as far as i know  strong support structure and good dude he just turned 21 right before covid so maybe thats part of the impact,@DaltonBMiller As far as I know - strong support structure and good dude. He just turned 21 right before COVID so maybe that's part of the impact.,far know strong support structure good dude turn 21 right covid maybe thats part the impact
1.3047860541138327e+18,2149293726.0,yathats why an idiot like trump is potus why our unemployment rate is the worst since the great depressionwhy covid is killing thousands while other countries have it under control but ya go ahead and tell me how great we are,@charliekirk11 Ya...that's why an idiot like trump is potus ...why our unemployment rate is the worst since the great depression..why covid is killing thousands while other countries have it under control but ya go ahead and tell me how great we are.,yathats idiot like trump potus unemployment rate the bad since the great depressionwhy covid kill thousand country control ya go ahead tell great
1.304786054575161e+18,9.93899874910376e+17,or the human version of covid a true parasite,@LindseyGrahamSC @LindseyGrahamSC or the human version of COVID. A true Parasite. https://t.co/X1un5ZKLKP,the human version covid true parasite
1.3047860553678848e+18,1.2860855972585551e+18,president trump 190000 americans have died of coronavirus in the recordings trump admitted in february that he knew the coronavirus was very deadly and contagious contrary to his public comments he also told woodward he was deliberately downplaying the virus,"@realDonaldTrump President Trump 190,000 Americans have died of coronavirus. In the recordings, Trump admitted in February that he knew the coronavirus was very deadly and contagious, contrary to his public comments. He also told Woodward he was deliberately downplaying the virus 🇺🇸👀",president trump 190000 american die coronavirus the recording trump admit february knew the coronavirus deadly contagious contrary to public comment also told woodward deliberately downplay the virus
1.3047860552798413e+18,137949165.0,trans rights march through central london not a lot of social distancing,Trans Rights march through Central London... not a lot of social distancing. https://t.co/dRPvoAnvwx,trans right march central london lot social distance
1.304786056886268e+18,315464357.0,flu now killing six times more people than covid,"Flu now killing six times more people than #COVID 

https://t.co/su2cst5yF4",flu kill six time people covid
1.3047860575026668e+18,367413404.0,i love this storyampidea of recording for posterity story of covid19hardshipsampsacrifices made to limit spreadbut also peoples support for leaders choicesalsostory of hopepromise of renewalall while creating beautiful textiles grounded in traditional ghanian art,"@TheWorld @amandaemcgowan ❤️ I love this story&amp;idea of recording for posterity story of Covid-19,hardships&amp;sacrifices made to limit spread,but also people's support for leader's choices.Also,story of hope,promise of renewal.All while creating beautiful textiles grounded in traditional Ghanian art.",love storyampidea record posterity story covid19hardshipsampsacrifices make to limit spreadbut also people support leader choicesalsostory hopepromise renewalall create beautiful textile ground traditional ghanian art
1.304786058702393e+18,8.668409720927315e+17,the bahamas confirmed 60 additional cases of covid19 on friday and two more deaths,The Bahamas confirmed 60 additional cases of COVID-19 on Friday and two more deaths. https://t.co/P6QPwTNaWw,the bahamas confirm 60 additional case covid19 friday two death
1.3047860590925207e+18,2447906210.0,sabor covid,@doritosbrasil sabor covid,sabor covid
1.304786059801383e+18,1.281537392185348e+18,oxford’s coronavirus vaccine astrazeneca trial resumes after uk green light,Oxford’s coronavirus vaccine AstraZeneca trial resumes after UK green light https://t.co/HnyBHNBs3l,oxford  coronavirus vaccine astrazeneca trial resume uk green light
1.3047860603508204e+18,18607998.0,i miss going to target and not judging peoples maskwearing techniques,@Mr__Twitchy @davematthewsbnd I miss going to Target and not judging people's mask-wearing techniques.,miss go to target judging people maskwearing technique
